# Config file: coax.config
# verbosity_level 2        
# xtal_length         60   
# xtal_radius         30   
# top_bullet_radius    3   
# bottom_bullet_radius 0   
# pc_length           45   
# pc_radius            5   
# wrap_around_radius  20   
# ditch_depth          0   
# ditch_thickness      0   
# xtal_grid          0.2   
# impurity_z0       -0.9   
# impurity_gradient -0.07  
# impurity_surface   0.0   
# xtal_HV           2500   
# max_iterations    30000  
# write_field       1      
# write_WP          1      
# drift_name drift_vel_tcorr.tab    
# field_name fields/ev_coax.dat       
# wp_name    fields/wp_coax.dat       
# xtal_temp         90     
# preamp_tau        0      
# time_steps_calc   2000   
# step_time_calc    1.0    
# step_time_out     10.0   
# charge_cloud_size 0      
# use_diffusion     0      
#
# HV bias in fieldgen: 2500.0 V
# Detector is fully depleted.
#
## r (mm), z (mm), V (V),  E (V/cm), E_r (V/cm), E_z (V/cm)
   0.00    0.00     0.0     0.0     0.0     0.0
   0.00    0.20     0.0     0.0     0.0     0.0
   0.00    0.40     0.0     0.0     0.0     0.0
   0.00    0.60     0.0     0.0     0.0     0.0
   0.00    0.80     0.0     0.0     0.0     0.0
   0.00    1.00     0.0     0.0     0.0     0.0
   0.00    1.20     0.0     0.0     0.0     0.0
   0.00    1.40     0.0     0.0     0.0     0.0
   0.00    1.60     0.0     0.0     0.0     0.0
   0.00    1.80     0.0     0.0     0.0     0.0
   0.00    2.00     0.0     0.0     0.0     0.0
   0.00    2.20     0.0     0.0     0.0     0.0
   0.00    2.40     0.0     0.0     0.0     0.0
   0.00    2.60     0.0     0.0     0.0     0.0
   0.00    2.80     0.0     0.0     0.0     0.0
   0.00    3.00     0.0     0.0     0.0     0.0
   0.00    3.20     0.0     0.0     0.0     0.0
   0.00    3.40     0.0     0.0     0.0     0.0
   0.00    3.60     0.0     0.0     0.0     0.0
   0.00    3.80     0.0     0.0     0.0     0.0
   0.00    4.00     0.0     0.0     0.0     0.0
   0.00    4.20     0.0     0.0     0.0     0.0
   0.00    4.40     0.0     0.0     0.0     0.0
   0.00    4.60     0.0     0.0     0.0     0.0
   0.00    4.80     0.0     0.0     0.0     0.0
   0.00    5.00     0.0     0.0     0.0     0.0
   0.00    5.20     0.0     0.0     0.0     0.0
   0.00    5.40     0.0     0.0     0.0     0.0
   0.00    5.60     0.0     0.0     0.0     0.0
   0.00    5.80     0.0     0.0     0.0     0.0
   0.00    6.00     0.0     0.0     0.0     0.0
   0.00    6.20     0.0     0.0     0.0     0.0
   0.00    6.40     0.0     0.0     0.0     0.0
   0.00    6.60     0.0     0.0     0.0     0.0
   0.00    6.80     0.0     0.0     0.0     0.0
   0.00    7.00     0.0     0.0     0.0     0.0
   0.00    7.20     0.0     0.0     0.0     0.0
   0.00    7.40     0.0     0.0     0.0     0.0
   0.00    7.60     0.0     0.0     0.0     0.0
   0.00    7.80     0.0     0.0     0.0     0.0
   0.00    8.00     0.0     0.0     0.0     0.0
   0.00    8.20     0.0     0.0     0.0     0.0
   0.00    8.40     0.0     0.0     0.0     0.0
   0.00    8.60     0.0     0.0     0.0     0.0
   0.00    8.80     0.0     0.0     0.0     0.0
   0.00    9.00     0.0     0.0     0.0     0.0
   0.00    9.20     0.0     0.0     0.0     0.0
   0.00    9.40     0.0     0.0     0.0     0.0
   0.00    9.60     0.0     0.0     0.0     0.0
   0.00    9.80     0.0     0.0     0.0     0.0
